candidate_id,recruiter,role,seniority,department,source,stage,stage_order,date_entered,date_exited,duration_days,final_outcome
CAND-0096,Diego L,Product Manager,Mid,Product,remoti,Remoti Screening,2,2025-07-26,2025-08-01,6,Dropped
CAND-0096,Diego L,Product Manager,Mid,Product,remoti,Test Sent,3,2025-08-01,2025-08-08,7,Dropped
CAND-0096,Diego L,Product Manager,Mid,Product,remoti,Test Reviewed,4,2025-08-08,2025-08-13,5,Dropped
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,CV Sent,1,2024-06-29,2024-06-30,1,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Remoti Screening,2,2024-06-30,2024-07-05,5,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Test Sent,3,2024-07-05,2024-07-15,10,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Test Reviewed,4,2024-07-15,2024-07-17,2,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2024-07-17,2024-07-21,4,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2024-07-21,2024-07-29,8,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Offer,7,2024-07-29,2024-07-31,2,Hired
CAND-0097,Sofia R,Sr AI Engineer,Senior,Engineering,remoti,Hired,8,2024-07-31,2024-08-03,3,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2024-10-21,2024-10-24,3,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2024-10-24,2024-10-31,7,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2024-10-31,2024-11-04,4,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2024-11-04,2024-11-09,5,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2024-11-09,2024-11-13,4,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2024-11-13,2024-11-22,9,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Offer,7,2024-11-22,2024-11-29,7,Hired
CAND-0098,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Hired,8,2024-11-29,2024-12-01,2,Hired
CAND-0099,Valentina C,Product Manager,Mid,Product,client,CV Sent,1,2025-11-21,2025-11-26,5,Dropped
CAND-0099,Valentina C,Product Manager,Mid,Product,client,Remoti Screening,2,2025-11-26,2025-12-03,7,Dropped
CAND-0099,Valentina C,Product Manager,Mid,Product,client,Test Sent,3,2025-12-03,2025-12-10,7,Dropped
CAND-0100,Diego L,Sr AI Engineer,Senior,Engineering,remoti,CV Sent,1,2024-05-24,2024-05-26,2,Dropped
CAND-0101,Juan S,IT Operations,Junior,Operations,client,CV Sent,1,2024-02-12,2024-02-15,3,Dropped
CAND-0101,Juan S,IT Operations,Junior,Operations,client,Remoti Screening,2,2024-02-15,2024-02-21,6,Dropped
CAND-0102,Camila P,IT Vendor Manager,Senior,Operations,client,CV Sent,1,2024-06-22,2024-06-26,4,Dropped
CAND-0103,Juan S,Product Manager,Mid,Product,client,CV Sent,1,2024-08-31,2024-09-05,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Remoti Screening,2,2024-09-05,2024-09-10,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Test Sent,3,2024-09-10,2024-09-15,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Test Reviewed,4,2024-09-15,2024-09-20,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Sezzle Prescreening,5,2024-09-20,2024-09-25,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Sezzle Interview,6,2024-09-25,2024-10-04,9,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Offer,7,2024-10-04,2024-10-09,5,Hired
CAND-0103,Juan S,Product Manager,Mid,Product,client,Hired,8,2024-10-09,2024-10-10,1,Hired
CAND-0104,Sofia R,Fraud Ops,Junior,Operations,remoti,CV Sent,1,2025-01-19,2025-01-24,5,Dropped
CAND-0104,Sofia R,Fraud Ops,Junior,Operations,remoti,Remoti Screening,2,2025-01-24,2025-01-31,7,Dropped
CAND-0104,Sofia R,Fraud Ops,Junior,Operations,remoti,Test Sent,3,2025-01-31,2025-02-03,3,Dropped
CAND-0104,Sofia R,Fraud Ops,Junior,Operations,remoti,Test Reviewed,4,2025-02-03,2025-02-10,7,Dropped
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,CV Sent,1,2024-08-19,2024-08-23,4,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Remoti Screening,2,2024-08-23,2024-08-25,2,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Test Sent,3,2024-08-25,2024-09-02,8,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Test Reviewed,4,2024-09-02,2024-09-04,2,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Sezzle Prescreening,5,2024-09-04,2024-09-06,2,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Sezzle Interview,6,2024-09-06,2024-09-09,3,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Offer,7,2024-09-09,2024-09-11,2,Hired
CAND-0105,Sofia R,IT Vendor Manager,Senior,Operations,client,Hired,8,2024-09-11,2024-09-14,3,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,CV Sent,1,2025-05-02,2025-05-04,2,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Remoti Screening,2,2025-05-04,2025-05-09,5,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Test Sent,3,2025-05-09,2025-05-11,2,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Test Reviewed,4,2025-05-11,2025-05-12,1,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Sezzle Prescreening,5,2025-05-12,2025-05-20,8,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Sezzle Interview,6,2025-05-20,2025-06-01,12,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Offer,7,2025-06-01,2025-06-03,2,Hired
CAND-0106,Valentina C,Mid Software Engineer,Mid,Engineering,client,Hired,8,2025-06-03,2025-06-04,1,Hired
CAND-0107,Diego L,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-10-03,2025-10-07,4,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,CV Sent,1,2024-09-08,2024-09-10,2,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,Remoti Screening,2,2024-09-10,2024-09-12,2,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,Test Sent,3,2024-09-12,2024-09-17,5,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,Test Reviewed,4,2024-09-17,2024-09-19,2,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,Sezzle Prescreening,5,2024-09-19,2024-09-21,2,Dropped
CAND-0108,Juan S,Data Engineer,Mid,Engineering,remoti,Sezzle Interview,6,2024-09-21,2024-09-29,8,Dropped
CAND-0109,Diego L,Data Engineer,Mid,Engineering,client,CV Sent,1,2024-02-18,2024-02-22,4,Dropped
CAND-0109,Diego L,Data Engineer,Mid,Engineering,client,Remoti Screening,2,2024-02-22,2024-02-26,4,Dropped
CAND-0109,Diego L,Data Engineer,Mid,Engineering,client,Test Sent,3,2024-02-26,2024-03-04,7,Dropped
CAND-0109,Diego L,Data Engineer,Mid,Engineering,client,Test Reviewed,4,2024-03-04,2024-03-07,3,Dropped
CAND-0110,Valentina C,Product Designer,Mid,Product,remoti,CV Sent,1,2024-12-30,2025-01-04,5,Dropped
CAND-0110,Valentina C,Product Designer,Mid,Product,remoti,Remoti Screening,2,2025-01-04,2025-01-11,7,Dropped
CAND-0111,Andres M,Product Manager,Mid,Product,remoti,CV Sent,1,2026-03-09,2026-03-13,4,Dropped
CAND-0112,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-07-14,2025-07-18,4,Dropped
CAND-0112,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-07-18,2025-07-25,7,Dropped
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,CV Sent,1,2025-03-27,2025-03-31,4,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Remoti Screening,2,2025-03-31,2025-04-05,5,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2025-04-05,2025-04-09,4,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Test Reviewed,4,2025-04-09,2025-04-13,4,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2025-04-13,2025-04-21,8,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Sezzle Interview,6,2025-04-21,2025-04-25,4,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Offer,7,2025-04-25,2025-04-27,2,Hired
CAND-0113,Sofia R,Sr Software Engineer,Senior,Engineering,client,Hired,8,2025-04-27,2025-04-28,1,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2024-11-02,2024-11-05,3,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2024-11-05,2024-11-12,7,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2024-11-12,2024-11-21,9,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2024-11-21,2024-11-22,1,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2024-11-22,2024-11-26,4,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2024-11-26,2024-12-05,9,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Offer,7,2024-12-05,2024-12-07,2,Hired
CAND-0114,Sofia R,Sr Software Engineer,Senior,Engineering,remoti,Hired,8,2024-12-07,2024-12-10,3,Hired
CAND-0115,Juan S,SRE,Senior,Engineering,remoti,CV Sent,1,2024-02-05,2024-02-07,2,Dropped
CAND-0115,Juan S,SRE,Senior,Engineering,remoti,Remoti Screening,2,2024-02-07,2024-02-14,7,Dropped
CAND-0115,Juan S,SRE,Senior,Engineering,remoti,Test Sent,3,2024-02-14,2024-02-16,2,Dropped
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2024-06-10,2024-06-14,4,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2024-06-14,2024-06-18,4,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2024-06-18,2024-06-21,3,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2024-06-21,2024-06-26,5,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2024-06-26,2024-06-30,4,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2024-06-30,2024-07-06,6,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Offer,7,2024-07-06,2024-07-08,2,Hired
CAND-0116,Camila P,Sr Software Engineer,Senior,Engineering,remoti,Hired,8,2024-07-08,2024-07-10,2,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,CV Sent,1,2024-09-27,2024-10-01,4,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Remoti Screening,2,2024-10-01,2024-10-07,6,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Test Sent,3,2024-10-07,2024-10-16,9,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Test Reviewed,4,2024-10-16,2024-10-18,2,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Sezzle Prescreening,5,2024-10-18,2024-10-23,5,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Sezzle Interview,6,2024-10-23,2024-11-02,10,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Offer,7,2024-11-02,2024-11-09,7,Hired
CAND-0117,Sofia R,Fraud Ops,Junior,Operations,remoti,Hired,8,2024-11-09,2024-11-11,2,Hired
CAND-0118,Camila P,Product Designer,Mid,Product,remoti,CV Sent,1,2024-11-07,2024-11-09,2,Dropped
CAND-0118,Camila P,Product Designer,Mid,Product,remoti,Remoti Screening,2,2024-11-09,2024-11-16,7,Dropped
CAND-0118,Camila P,Product Designer,Mid,Product,remoti,Test Sent,3,2024-11-16,2024-11-23,7,Dropped
CAND-0118,Camila P,Product Designer,Mid,Product,remoti,Test Reviewed,4,2024-11-23,2024-11-24,1,Dropped
CAND-0118,Camila P,Product Designer,Mid,Product,remoti,Sezzle Prescreening,5,2024-11-24,2024-12-02,8,Dropped
CAND-0119,Valentina C,Data Engineer,Mid,Engineering,remoti,CV Sent,1,2025-07-22,2025-07-24,2,Dropped
CAND-0119,Valentina C,Data Engineer,Mid,Engineering,remoti,Remoti Screening,2,2025-07-24,2025-07-26,2,Dropped
CAND-0120,Diego L,SRE,Senior,Engineering,client,CV Sent,1,2024-03-20,2024-03-22,2,Dropped
CAND-0120,Diego L,SRE,Senior,Engineering,client,Remoti Screening,2,2024-03-22,2024-03-29,7,Dropped
CAND-0121,Camila P,Mid Software Engineer,Mid,Engineering,remoti,CV Sent,1,2024-07-09,2024-07-11,2,Dropped
CAND-0121,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Remoti Screening,2,2024-07-11,2024-07-13,2,Dropped
CAND-0121,Camila P,Mid Software Engineer,Mid,Engineering,remoti,Test Sent,3,2024-07-13,2024-07-23,10,Dropped
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,CV Sent,1,2024-03-25,2024-03-28,3,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Remoti Screening,2,2024-03-28,2024-04-03,6,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2024-04-03,2024-04-09,6,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Test Reviewed,4,2024-04-09,2024-04-10,1,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2024-04-10,2024-04-13,3,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Sezzle Interview,6,2024-04-13,2024-04-25,12,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Offer,7,2024-04-25,2024-05-02,7,Hired
CAND-0122,Camila P,Sr Software Engineer,Senior,Engineering,client,Hired,8,2024-05-02,2024-05-05,3,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-10-22,2025-10-27,5,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2025-10-27,2025-10-30,3,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2025-10-30,2025-11-07,8,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Test Reviewed,4,2025-11-07,2025-11-08,1,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Sezzle Prescreening,5,2025-11-08,2025-11-15,7,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Sezzle Interview,6,2025-11-15,2025-11-22,7,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Offer,7,2025-11-22,2025-11-29,7,Hired
CAND-0123,Sofia R,Junior Software Engineer,Junior,Engineering,remoti,Hired,8,2025-11-29,2025-12-01,2,Hired
CAND-0124,Diego L,Mid Software Engineer,Mid,Engineering,remoti,CV Sent,1,2024-07-31,2024-08-03,3,Dropped
CAND-0124,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Remoti Screening,2,2024-08-03,2024-08-07,4,Dropped
CAND-0124,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Test Sent,3,2024-08-07,2024-08-14,7,Dropped
CAND-0124,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Test Reviewed,4,2024-08-14,2024-08-21,7,Dropped
CAND-0124,Diego L,Mid Software Engineer,Mid,Engineering,remoti,Sezzle Prescreening,5,2024-08-21,2024-08-26,5,Dropped
CAND-0125,Diego L,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-04-09,2025-04-11,2,Dropped
CAND-0125,Diego L,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-04-11,2025-04-13,2,Dropped
CAND-0125,Diego L,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2025-04-13,2025-04-21,8,Dropped
CAND-0125,Diego L,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-04-21,2025-04-25,4,Dropped
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,CV Sent,1,2026-02-24,2026-02-26,2,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Remoti Screening,2,2026-02-26,2026-03-04,6,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Test Sent,3,2026-03-04,2026-03-10,6,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Test Reviewed,4,2026-03-10,2026-03-11,1,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2026-03-11,2026-03-17,6,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2026-03-17,2026-03-23,6,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Offer,7,2026-03-23,2026-03-27,4,Hired
CAND-0126,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Hired,8,2026-03-27,2026-03-29,2,Hired
CAND-0127,Juan S,Fraud Ops,Junior,Operations,remoti,CV Sent,1,2024-10-23,2024-10-28,5,Dropped
CAND-0128,Diego L,Product Designer,Mid,Product,remoti,CV Sent,1,2025-02-18,2025-02-19,1,Dropped
CAND-0128,Diego L,Product Designer,Mid,Product,remoti,Remoti Screening,2,2025-02-19,2025-02-22,3,Dropped
CAND-0128,Diego L,Product Designer,Mid,Product,remoti,Test Sent,3,2025-02-22,2025-02-28,6,Dropped
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,CV Sent,1,2024-05-05,2024-05-07,2,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Remoti Screening,2,2024-05-07,2024-05-12,5,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Test Sent,3,2024-05-12,2024-05-19,7,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Test Reviewed,4,2024-05-19,2024-05-22,3,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Sezzle Prescreening,5,2024-05-22,2024-05-25,3,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Sezzle Interview,6,2024-05-25,2024-06-03,9,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Offer,7,2024-06-03,2024-06-05,2,Hired
CAND-0129,Camila P,IT Vendor Manager,Senior,Operations,remoti,Hired,8,2024-06-05,2024-06-08,3,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,CV Sent,1,2025-06-15,2025-06-17,2,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Remoti Screening,2,2025-06-17,2025-06-23,6,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Test Sent,3,2025-06-23,2025-07-01,8,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Test Reviewed,4,2025-07-01,2025-07-07,6,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Sezzle Prescreening,5,2025-07-07,2025-07-13,6,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Sezzle Interview,6,2025-07-13,2025-07-24,11,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Offer,7,2025-07-24,2025-07-31,7,Hired
CAND-0130,Andres M,SRE,Senior,Engineering,remoti,Hired,8,2025-07-31,2025-08-02,2,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,CV Sent,1,2025-08-24,2025-08-27,3,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Remoti Screening,2,2025-08-27,2025-09-03,7,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Test Sent,3,2025-09-03,2025-09-05,2,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Test Reviewed,4,2025-09-05,2025-09-08,3,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Sezzle Prescreening,5,2025-09-08,2025-09-16,8,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Sezzle Interview,6,2025-09-16,2025-09-28,12,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Offer,7,2025-09-28,2025-10-05,7,Hired
CAND-0131,Sofia R,Sr Software Engineer,Senior,Engineering,client,Hired,8,2025-10-05,2025-10-07,2,Hired
CAND-0132,Camila P,Product Manager,Mid,Product,client,CV Sent,1,2025-01-28,2025-01-30,2,Dropped
CAND-0132,Camila P,Product Manager,Mid,Product,client,Remoti Screening,2,2025-01-30,2025-02-02,3,Dropped
CAND-0133,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2025-03-02,2025-03-04,2,Dropped
CAND-0133,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2025-03-04,2025-03-10,6,Dropped
CAND-0133,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2025-03-10,2025-03-12,2,Dropped
CAND-0133,Valentina C,Junior Software Engineer,Junior,Engineering,remoti,Test Reviewed,4,2025-03-12,2025-03-17,5,Dropped
CAND-0134,Valentina C,SRE,Senior,Engineering,client,CV Sent,1,2025-04-19,2025-04-24,5,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Remoti Screening,2,2025-04-24,2025-04-28,4,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Test Sent,3,2025-04-28,2025-05-04,6,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Test Reviewed,4,2025-05-04,2025-05-06,2,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Sezzle Prescreening,5,2025-05-06,2025-05-10,4,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Sezzle Interview,6,2025-05-10,2025-05-16,6,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Offer,7,2025-05-16,2025-05-20,4,Hired
CAND-0134,Valentina C,SRE,Senior,Engineering,client,Hired,8,2025-05-20,2025-05-23,3,Hired
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2026-03-29,2026-04-01,3,Dropped
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2026-04-01,2026-04-07,6,Dropped
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2026-04-07,2026-04-15,8,Dropped
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2026-04-15,2026-04-19,4,Dropped
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2026-04-19,2026-04-27,8,Dropped
CAND-0135,Valentina C,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2026-04-27,2026-05-04,7,Dropped
CAND-0136,Juan S,Sr AI Engineer,Senior,Engineering,remoti,CV Sent,1,2025-05-09,2025-05-11,2,Dropped
CAND-0136,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-05-11,2025-05-17,6,Dropped
CAND-0136,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Test Sent,3,2025-05-17,2025-05-27,10,Dropped
CAND-0136,Juan S,Sr AI Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-05-27,2025-05-29,2,Dropped
CAND-0137,Camila P,Junior Software Engineer,Junior,Engineering,remoti,CV Sent,1,2024-08-30,2024-08-31,1,Dropped
CAND-0137,Camila P,Junior Software Engineer,Junior,Engineering,remoti,Remoti Screening,2,2024-08-31,2024-09-04,4,Dropped
CAND-0137,Camila P,Junior Software Engineer,Junior,Engineering,remoti,Test Sent,3,2024-09-04,2024-09-07,3,Dropped
CAND-0137,Camila P,Junior Software Engineer,Junior,Engineering,remoti,Test Reviewed,4,2024-09-07,2024-09-09,2,Dropped
CAND-0138,Diego L,Product Manager,Mid,Product,remoti,CV Sent,1,2024-07-27,2024-07-30,3,Dropped
CAND-0138,Diego L,Product Manager,Mid,Product,remoti,Remoti Screening,2,2024-07-30,2024-08-06,7,Dropped
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,CV Sent,1,2024-02-12,2024-02-14,2,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Remoti Screening,2,2024-02-14,2024-02-17,3,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Test Sent,3,2024-02-17,2024-02-19,2,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Test Reviewed,4,2024-02-19,2024-02-23,4,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Sezzle Prescreening,5,2024-02-23,2024-02-26,3,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Sezzle Interview,6,2024-02-26,2024-03-04,7,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Offer,7,2024-03-04,2024-03-06,2,Hired
CAND-0139,Juan S,Mid Software Engineer,Mid,Engineering,client,Hired,8,2024-03-06,2024-03-09,3,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,CV Sent,1,2025-05-24,2025-05-26,2,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Remoti Screening,2,2025-05-26,2025-05-31,5,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Test Sent,3,2025-05-31,2025-06-03,3,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Test Reviewed,4,2025-06-03,2025-06-09,6,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Prescreening,5,2025-06-09,2025-06-13,4,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Sezzle Interview,6,2025-06-13,2025-06-16,3,Hired
CAND-0140,Juan S,Sr Software Engineer,Senior,Engineering,remoti,Offer,7,2025-06-16,2025-06-20,4,Hired
